District IRN,District Name,County,Region,Address,"City, State, Zip",Phone,Superintendent,Enrollment 2016-2017,Letter Grade of Achievement Component,Letter Grade of Percent Standards,Gifted Indicator Met/Not Met Status,Percent of Standards Met,Letter Grade of Performance Index,Performance Index Percent,Letter Grade of AMO,AMO Points,Letter Grade of K3 Literacy,K3 Literacy Percent,Letter Grade of Progress Component,Letter Grade of Overall Value Added,Overall Value Added Gain Index,Letter Grade of Gifted Value Added,Gifted Value Added Gain Index,Letter Grade of Students with Disabilities Value Added,Students with Disabilities Value Added Gain Index,Letter Grade of Lowest 20% Value Added,Lowest 20% Value Added Gain Index,Letter Grade of High Mobility Value Added,High Mobility Value Added Gain Index,Letter Grade of Grad Rate Component,Letter Grade of 4Year Grad Rate 2016,4 Year Grad Rate 2016,Letter Grade of 5 Year Grad Rate 2015,5 Year Grad Rate 2015,Letter Grade of Prepared for Success Component,Percent of Prepared for Success Component,Attendance Rate 2016-2017,Attendance Rate 2015-2016,Attendance Rate 2014-2015,Chronic Absenteeism Percent 2016-2017,Watermark
044990,Warren City,Trumbull,Region 5,105 High Street,"Warren, OH, 44481",(330) 841-2321,Stephen G. Chiaro,4891,F,F,Not Met,0.0,D,54.2,F,35.6,C,42.9,D,F,-8.3,C,-0.7,F,-2.7,F,-2.8,NR,NC,D,C,86.0,F,78.8,F,18.1,91.6,92.5,92.2,28.1,
045005,Warrensville Heights City,Cuyahoga,Region 3,4500 Warrensville Center Rd,"Warrensville Heights, OH, 44128-4134",(216) 865-4717,Donald J. Jolly,1537,F,F,Not Met,0.0,F,49.2,F,36.2,C,37.6,D,F,-4.2,NR,NC,D,-1.3,C,-0.5,NR,NC,F,F,76.9,F,73.5,F,3.3,91.0,91.4,90.1,29.7,
045013,Washington Court House City,Fayette,Region 14,306 Highland Ave,"Washington Court Hou, OH, 43160-1819",(740) 335-6620,Thomas S. Bailey,2164,D,F,Not Met,0.0,D,67.2,F,27.3,C,28.5,B,A,2.8,A,3.2,C,0.4,B,1.7,NR,NC,B,C,88.4,B,92.7,D,29.4,93.8,94.4,95.0,16.3,
045021,Wellston City,Jackson,Region 16,1 E Broadway St,"Wellston, OH, 45692-1225",(740) 384-2152,Karen P. Boch,1343,D,F,Not Met,4.2,D,67.1,F,47.9,C,37.4,C,D,-1.6,C,0.2,D,-1.7,C,-0.1,NR,NC,B,A,93.8,B,92.7,D,29.7,92.7,93.3,93.5,21.2,
045039,Wellsville Local,Columbiana,Region 5,929 Center St,"Wellsville, OH, 43968-1423",(330) 532-2643,Richard E. Bereschik,779,D,F,Not Met,8.3,D,68.9,F,36.9,B,52.2,D,F,-3.9,A,2.5,F,-3.5,C,0.8,NR,NC,B,C,86.8,B,93.0,F,23.1,93.7,94.5,94.2,18.2,
045047,Westerville City,Franklin,Region 11,936 Eastwind Dr Ste 200,"Westerville, OH, 43081-3319",(614) 797-5700,John R. Kellogg,14529,D,F,Not Met,8.3,C,75.5,F,43.5,C,33.1,D,F,-6.7,A,4.7,F,-10.3,F,-5.7,NR,NC,B,B,90.5,B,93.1,C,51.1,95.5,95.8,95.7,8.7,
045054,West Carrollton City,Montgomery,Region 10,430 E Pease Ave,"West Carrollton, OH, 45449-1357",(937) 859-5121,Andrea Townsend,3669,D,F,Not Met,0.0,D,64.2,F,39.1,D,21.8,B,C,-0.1,B,1.9,C,-0.8,C,0.5,NR,NC,B,C,88.9,B,91.6,F,19.0,94.3,94.8,94.7,15.5,
045062,Westlake City,Cuyahoga,Region 3,24525 Hilliard Blvd,"Westlake, OH, 44145-3518",(440) 871-7300,Scott E. Goggin,3513,B,C,Not Met,70.8,B,84.6,D,60.3,NR,NC,D,F,-2.7,C,-0.6,C,-0.3,B,1.0,NR,NC,A,A,96.9,A,96.6,B,71.4,95.4,95.8,95.8,8.6,
045070,Whitehall City,Franklin,Region 11,625 S Yearling Rd,"Whitehall, OH, 43213-2861",(614) 417-5000,Brian D. Hamler,3400,D,F,Not Met,0.0,D,55.4,F,14.2,C,29.5,B,A,2.0,C,-0.5,C,-0.6,A,4.9,NR,NC,D,F,77.0,C,86.3,F,16.9,92.6,93.4,93.2,23.8,
045088,Wickliffe City,Lake,Region 4,2221 Rockefeller Rd,"Wickliffe, OH, 44092-2020",(440) 943-6900,Joseph G. Spiccia,1361,D,F,Not Met,20.8,C,74.9,D,62.6,NR,NC,D,F,-5.2,B,1.2,C,-0.6,C,-0.4,NR,NC,B,B,89.4,A,98.2,D,28.6,94.7,94.8,94.4,11.9,
045096,Willard City,Huron,Region 7,110 S Myrtle Ave,"Willard, OH, 44890-1425",(419) 935-1541,Jeffery R. Ritz,1530,D,F,Not Met,4.0,D,63.3,F,30.9,C,30.5,D,F,-6.4,NR,NC,D,-1.5,D,-1.1,NR,NC,B,B,91.2,B,93.9,D,32.8,94.6,94.9,94.6,14.1,
045104,Willoughby-Eastlake City,Lake,Region 4,37047 Ridge Rd,"Willoughby, OH, 44094-4130",(440) 946-5000,Stephen L. Thompson,7719,D,F,Not Met,4.2,C,72.7,F,46.3,C,42.8,B,A,9.6,A,7.5,C,0.3,A,2.5,NR,NC,B,B,92.9,B,94.0,D,31.4,95.2,95.4,95.1,9.6,
045112,Wilmington City,Clinton,Region 14,341 S Nelson Ave,"Wilmington, OH, 45177-2034",(937) 382-1641,Melinda A. Mccarty-Stewart,2852,D,F,Not Met,0.0,D,69.6,F,46.5,B,53.9,B,C,0.9,C,-0.4,C,0.0,A,2.1,NR,NC,C,C,85.9,C,87.4,D,30.8,94.1,94.6,94.7,14.2,
045120,Wooster City,Wayne,Region 9,144 N Market St,"Wooster, OH, 44691-4810",(330) 264-0869,Michael L. Tefs,3492,C,F,Not Met,20.8,C,75.9,F,47.1,D,22.9,B,A,7.1,A,4.6,D,-1.7,C,-0.4,NR,NC,A,A,94.6,A,96.9,C,46.8,94.8,95.2,95.3,11.1,
045138,Worthington City,Franklin,Region 11,200 E Wilson Bridge Rd,"Worthington, OH, 43085-2332",(614) 450-6000,Trent H. Bowers,9830,C,F,Not Met,33.3,B,80.0,C,70.2,C,43.1,A,A,14.4,A,13.9,A,4.7,A,3.9,NR,NC,A,A,94.9,A,96.1,C,63.7,95.7,95.7,95.6,7.1,
045146,Wyoming City,Hamilton,Region 13,420 Springfield Pike,"Wyoming, OH, 45215-4298",(513) 206-7000,Susan K. Lang,1898,A,A,Not Met,95.8,B,89.3,B,85.3,NR,NC,C,D,-1.1,D,-1.5,B,1.2,C,0.5,NR,NC,A,A,98.8,A,99.3,A,91.8,96.2,96.5,96.1,5.8,
045153,Xenia Community City,Greene,Region 10,819 Colorado Dr,"Xenia, OH, 45385-4859",(937) 376-2961,Gabriel E. Lofton,4233,D,F,Not Met,4.0,D,66.8,F,34.5,C,42.7,F,F,-12.4,F,-3.6,F,-6.8,F,-6.5,NR,NC,C,C,84.9,C,88.7,D,33.5,94.0,94.7,94.6,14.0,
045161,Youngstown City,Mahoning,Region 5,PO Box 550,"Youngstown, OH, 44501-0550",(330) 744-6915,Joseph S. Meranto,5122,F,F,Not Met,0.0,F,48.3,F,3.4,B,57.7,D,F,-24.6,C,0.4,F,-6.1,F,-11.1,NR,NC,F,F,73.8,F,79.8,F,6.0,90.7,91.6,91.2,34.3,
045179,Zanesville City,Muskingum,Region 12,956 Moxahala Ave,"Zanesville, OH, 43701-5533",(740) 454-9751,Charles D. Baker,3223,D,F,Not Met,0.0,D,60.5,F,23.4,D,22.7,D,F,-9.0,C,0.1,F,-5.5,F,-4.5,NR,NC,C,D,82.8,C,89.7,F,23.5,93.2,93.5,94.0,19.9,
045187,Ada Exempted Village,Hardin,Region 6,725 W North Ave,"Ada, OH, 45810-1176",(419) 634-6421,Meri C. Skilliter,855,C,D,Not Met,58.3,C,79.7,B,80.3,B,71.8,B,A,3.4,C,-0.7,C,0.5,C,-0.5,NR,NC,B,B,91.4,B,93.7,C,46.3,94.7,95.4,95.1,10.1,
045195,Amherst Exempted Village,Lorain,Region 2,185 Forest St,"Amherst, OH, 44001-1605",(440) 988-4406,Steven A. Sayers,3683,C,D,Not Met,58.3,B,81.6,C,77.0,NR,NC,A,A,16.7,A,8.4,A,4.0,A,4.4,NR,NC,B,B,91.9,B,94.7,D,42.0,95.1,95.5,95.1,10.4,
045203,Barnesville Exempted Village,Belmont,Region 12,210 W Church St,"Barnesville, OH, 43713-1069",(740) 425-3615,Angela J. Hannahs,1376,D,F,Not Met,7.7,D,69.1,F,31.3,C,45.8,A,A,4.2,B,1.6,A,2.2,B,1.3,NR,NC,A,A,94.8,B,93.0,D,25.4,94.7,95.3,95.4,10.0,
045211,Bluffton Exempted Village,Allen,Region 6,102 S Jackson St,"Bluffton, OH, 45817-1218",(419) 358-5901,Gregory J. Denecker,1122,B,C,Not Met,75.0,B,85.8,B,81.5,B,58.9,B,A,3.5,A,3.4,C,-0.9,C,0.3,NR,NC,A,A,96.3,A,98.8,C,47.7,95.7,96.0,96.1,5.8,
045229,Bradford Exempted Village,Miami,Region 10,760 Railroad Ave,"Bradford, OH, 45308-8605",(937) 448-2770,Joseph E. Hurst,471,D,F,Not Met,21.7,D,68.7,D,64.1,D,22.2,F,F,-7.6,NR,NC,F,-2.6,F,-4.4,NR,NC,A,A,100.0,A,97.8,D,42.3,95.3,94.6,94.8,10.0,
045237,Bridgeport Exempted Village,Belmont,Region 12,55781 National Rd,"Bridgeport, OH, 43912-1528",(740) 635-1713,Zachary E. Shutler,779,D,F,Not Met,19.2,C,74.5,C,79.9,A,76.9,D,F,-3.4,C,-0.2,C,-1.0,C,-0.8,NR,NC,B,B,92.6,B,92.7,F,14.8,94.6,94.6,94.4,11.2,
045245,Harrison Hills City,Harrison,Region 12,730 Peppard Ave,"Cadiz, OH, 43907-1067",(740) 942-7800,Dana L. Snider,1552,D,F,Not Met,7.7,D,68.8,D,60.3,C,41.0,A,A,6.5,B,1.7,A,2.5,A,3.2,NR,NC,C,C,87.1,C,86.0,F,17.4,93.2,93.9,94.0,20.0,
045252,Caldwell Exempted Village,Noble,Region 12,516 Fairground St,"Caldwell, OH, 43724-1175",(740) 732-5637,Kacey R. Cottrill,827,D,F,Not Met,0.0,D,61.6,F,39.3,C,29.5,F,F,-10.5,NR,NC,F,-3.6,F,-4.9,NR,NC,A,A,94.5,A,96.6,D,30.6,94.2,94.1,94.2,14.4,
045260,Carey Exempted Village Schools,Wyandot,Region 7,2016 Blue Devil Drive,"Carey, OH, 43316-1282",(419) 396-7922,Michael A. Wank,788,D,F,Not Met,7.7,D,69.7,F,59.3,C,28.8,B,C,1.0,NR,NC,C,-0.9,B,1.4,NR,NC,B,C,86.6,A,98.6,D,36.0,95.6,95.7,96.1,6.8,
045278,Carrollton Exempted Village,Carroll,Region 12,252 3rd St NE,"Carrollton, OH, 44615-1236",(330) 627-2181,David P. Quattrochi,2010,D,F,Not Met,12.5,C,72.3,D,63.6,C,47.1,F,F,-15.3,F,-3.7,F,-9.2,F,-3.9,NR,NC,B,B,92.5,B,94.7,D,29.6,94.4,94.7,94.6,14.4,
045286,Chagrin Falls Exempted Village,Cuyahoga,Region 3,400 E Washington St,"Chagrin Falls, OH, 44022-2924",(440) 247-5500,Robert W. Hunt,1935,B,A,Not Met,91.7,B,86.5,C,79.8,NR,NC,C,D,-1.8,B,1.3,D,-1.0,B,1.4,NR,NC,A,A,98.8,A,98.0,A,95.2,95.8,95.8,95.5,5.5,
045294,Chesapeake Union Exempted Village,Lawrence,Region 15,10183 County Road 1,"Chesapeake, OH, 45619-7032",(740) 867-3135,Jerry L. McConnell,1341,D,F,Not Met,25.0,C,71.3,F,50.9,B,58.4,D,F,-4.8,D,-1.4,F,-2.0,F,-3.5,NR,NC,A,A,97.4,A,95.2,D,26.7,94.2,94.9,94.4,15.4,
045302,Clyde-Green Springs Exempted Village,Sandusky,Region 1,106 S Main St,"Clyde, OH, 43410-1633",(419) 547-0588,Dennis M. Haft,2147,D,F,Not Met,16.7,C,73.1,F,44.4,C,39.2,B,A,9.7,C,0.5,A,4.1,A,4.0,NR,NC,A,A,97.5,A,95.9,D,41.1,94.5,94.8,95.4,12.7,
045310,Coldwater Exempted Village,Mercer,Region 6,310 N 2nd St,"Coldwater, OH, 45828-1242",(419) 678-2611,Jason E. Wood,1277,B,C,Not Met,75.0,B,83.6,B,83.2,C,31.6,A,A,3.3,A,2.2,A,4.3,B,1.9,NR,NC,A,A,100.0,A,100.0,C,59.8,96.6,96.6,96.4,2.6,
045328,Columbiana Exempted Village,Columbiana,Region 5,700 Columbiana Waterford Rd,"Columbiana, OH, 44408-9499",(330) 482-5353,Donald J. Mook,1035,B,C,Not Met,70.8,B,85.5,B,84.6,NR,NC,A,A,6.7,B,1.9,A,5.8,NR,NC,NR,NC,A,A,97.4,A,100.0,C,47.4,94.6,95.2,94.8,13.3,
045336,Covington Exempted Village,Miami,Region 10,807 Chestnut St,"Covington, OH, 45318-1760",(937) 473-2249,CHARLES E. GOODING,770,D,F,Not Met,36.0,C,74.4,C,74.3,A,77.3,F,F,-5.8,F,-3.9,F,-2.1,F,-2.6,NR,NC,A,A,100.0,A,100.0,C,51.3,96.3,96.3,96.8,4.9,
045344,Crestline Exempted Village,Crawford,Region 7,401 Heiser Ct,"Crestline, OH, 44827-1360",(419) 683-3647,Noreen L. Mullens,593,D,F,Not Met,8.3,D,59.4,F,42.7,C,40.0,D,F,-2.9,NR,NC,D,-1.6,F,-3.1,NR,NC,B,B,91.5,C,89.7,F,20.8,93.6,94.4,93.6,15.9,
045351,Crooksville Exempted Village,Perry,Region 16,4065 Ceramic Way,"Crooksville, OH, 43731-1013",(740) 982-7040,Matthew L. Sheridan,1101,D,F,Not Met,8.3,D,61.9,F,47.4,C,33.1,D,F,-8.9,F,-3.0,C,0.1,C,-0.9,NR,NC,B,B,89.1,A,100.0,D,25.3,94.0,94.1,93.8,13.2,
045369,Fairport Harbor Exempted Village,Lake,Region 4,329 Vine St,"Fairport Harbor, OH, 44077-5741",(440) 354-5400,Domenic A. Paolo,672,D,F,Not Met,0.0,D,64.7,F,52.6,NR,NC,D,F,-5.2,F,-2.3,C,-0.7,C,-0.5,NR,NC,C,C,86.4,C,85.7,F,9.3,94.1,94.4,94.6,14.9,
045377,Georgetown Exempted Village,Brown,Region 14,1043 Mount Orab Pike,"Georgetown, OH, 45121-8440",(937) 378-3565,Christopher J. Burrows,1021,D,F,Not Met,20.8,C,72.7,F,48.1,C,29.0,B,A,5.7,NR,NC,C,-0.2,A,2.8,NR,NC,A,A,94.9,A,96.1,D,26.5,93.8,94.3,94.4,17.0,
045385,Gibsonburg Exempted Village,Sandusky,Region 1,301 S Sunset Ave,"Gibsonburg, OH, 43431-1264",(419) 637-2479,Timothy W. Murray,916,D,F,Not Met,16.7,C,72.1,F,41.6,C,28.2,A,A,10.0,A,3.9,B,1.9,A,3.8,NR,NC,A,A,97.6,A,100.0,D,37.6,95.4,96.1,96.1,9.4,
045393,Granville Exempted Village,Licking,Region 11,PO Box 417,"Granville, OH, 43023-0417",(740) 587-8101,Jeffrey R. Brown,2399,A,A,Met,95.8,B,88.4,B,85.3,NR,NC,A,A,21.2,A,11.8,A,9.8,A,4.2,NR,NC,A,A,96.6,A,98.5,A,90.0,96.0,95.9,96.1,4.6,
045401,Greenfield Exempted Village,Highland,Region 14,200 N 5th St,"Greenfield, OH, 45123-1373",(937) 981-2152,James J. Wills,1966,D,F,Not Met,0.0,D,68.6,F,22.6,C,44.2,B,B,1.0,B,1.9,C,-0.2,C,-0.0,NR,NC,D,F,77.7,C,85.3,F,19.3,95.3,95.1,95.6,7.6,
045419,Hicksville Exempted Village,Defiance,Region 1,958 E High St,"Hicksville, OH, 43526-1258",(419) 542-7665,Keith L. Countryman,904,B,C,Not Met,70.8,B,84.6,B,89.9,B,72.6,A,A,16.4,NR,NC,A,6.4,A,3.5,NR,NC,A,B,91.2,A,98.3,D,37.0,95.2,95.3,95.4,10.0,
045427,Hubbard Exempted Village,Trumbull,Region 5,108 Orchard Ave,"Hubbard, OH, 44425-1724",(330) 534-1921,Raymond W. Soloman,1920,C,F,Not Met,29.2,C,77.7,B,80.7,C,44.8,B,A,12.3,A,3.9,C,0.7,B,1.6,NR,NC,A,A,96.1,A,97.2,D,40.9,94.1,94.3,94.1,14.5,
045435,Indian Hill Exempted Village,Hamilton,Region 13,6855 Drake Rd,"Cincinnati, OH, 45243-2737",(513) 272-4500,Mark T. Miles,1929,A,A,Not Met,91.7,A,90.7,B,89.9,B,64.8,A,A,8.6,A,7.4,A,2.9,B,1.6,NR,NC,A,A,96.8,A,97.4,A,93.4,96.3,96.6,96.4,5.2,
045443,Leetonia Exempted Village,Columbiana,Region 5,450 Walnut St,"Leetonia, OH, 44431-1075",(330) 427-6594,Robert A. Mehno,649,D,F,Not Met,4.2,C,71.6,F,41.9,C,31.0,C,D,-1.5,C,0.9,D,-1.9,C,-0.1,NR,NC,B,A,93.3,B,93.5,D,28.4,93.2,93.3,93.2,21.4,
045450,Lisbon Exempted Village,Columbiana,Region 5,317 N Market St,"Lisbon, OH, 44432-1145",(330) 424-7714,Joseph E. Siefke,899,D,F,Not Met,16.7,C,74.8,F,57.4,C,26.9,F,F,-9.0,F,-2.9,F,-5.1,F,-2.9,NR,NC,B,B,90.8,B,92.2,D,28.7,92.9,93.1,93.5,21.7,
045468,Loudonville-Perrysville Exempted Village,Ashland,Region 7,210 E Main St,"Loudonville, OH, 44842-1245",(419) 994-3912,Catherine M. Puster,1105,C,F,Not Met,20.8,C,77.0,D,66.3,B,54.1,A,A,7.1,A,2.6,A,2.2,B,1.2,NR,NC,A,A,93.0,A,95.7,D,35.7,95.6,95.5,95.1,7.2,
045476,Marysville Exempted Village,Union,Region 11,1000 Edgewood Dr,"Marysville, OH, 43040-2105",(937) 644-8105,Diane M. Mankins,4951,C,F,Not Met,32.0,C,79.8,F,55.5,C,48.8,A,A,17.9,A,5.7,A,7.2,A,5.7,NR,NC,B,B,91.9,A,96.6,C,50.8,95.0,95.0,95.5,10.3,
045484,Mechanicsburg Exempted Village,Champaign,Region 6,60 High St,"Mechanicsburg, OH, 43044-1071",(937) 834-2453,Danielle M. Prohaska,830,C,F,Not Met,47.8,C,79.0,B,87.3,C,48.4,A,A,6.4,A,2.4,A,6.7,A,2.7,NR,NC,A,A,98.5,A,98.7,D,44.0,95.0,95.0,94.9,9.2,
045492,Mentor Exempted Village,Lake,Region 4,6451 Center St,"Mentor, OH, 44060-4109",(440) 255-4444,William M. Porter,7521,C,F,Not Met,25.0,C,78.7,C,76.1,C,34.7,A,A,16.5,A,10.5,A,3.5,A,4.8,NR,NC,A,A,93.6,B,94.8,C,48.2,95.4,95.6,95.7,8.6,
045500,Milford Exempted Village,Clermont,Region 13,777 Garfield Ave,"Milford, OH, 45150-1607",(513) 831-1314,Nancy C. House,6374,C,F,Not Met,45.8,B,82.0,C,77.8,C,38.6,B,A,2.7,A,2.6,B,1.3,C,0.3,NR,NC,A,A,96.5,A,96.4,C,61.5,95.7,95.9,95.8,7.3,
045518,Milton-Union Exempted Village,Miami,Region 10,7610 Milton Potsdam Rd,"West Milton, OH, 45383-9602",(937) 884-7910,Brad M. Ritchey,1411,C,F,Not Met,24.0,C,75.6,F,34.0,C,48.5,F,F,-10.9,F,-6.5,F,-2.3,F,-3.2,NR,NC,A,A,97.2,A,96.6,D,33.5,93.9,95.2,95.3,19.4,
045526,Montpelier Exempted Village,Williams,Region 1,PO Box 193,"Montpelier, OH, 43543-0193",(419) 485-3676,Jamison J. Grime,905,D,F,Not Met,16.7,C,74.4,B,81.8,C,42.9,D,F,-2.7,B,1.2,D,-1.7,C,0.5,NR,NC,C,C,88.1,C,89.4,D,29.4,95.4,94.2,94.7,9.4,
045534,Mount Gilead Exempted Village,Morrow,Region 7,145 N Cherry St,"Mount Gilead, OH, 43338-1266",(419) 946-1646,Jeffrey D. Thompson,1203,D,F,Not Met,4.2,D,66.5,F,45.2,D,21.5,C,D,-1.1,A,3.4,C,0.2,C,0.4,NR,NC,A,A,97.5,A,100.0,D,32.2,95.5,95.5,95.6,7.4,
045542,Newcomerstown Exempted Village,Tuscarawas,Region 12,702 S River St,"Newcomerstown, OH, 43832-1450",(740) 498-8373,Jeffery S. Staggs,965,D,F,Not Met,20.8,C,71.1,D,60.4,B,52.3,B,A,2.3,C,-0.7,C,-0.2,B,1.0,NR,NC,B,B,90.8,A,96.4,D,31.5,95.1,94.5,94.8,10.7,
045559,New Richmond Exempted Village,Clermont,Region 13,212 Market St Fl 3RD,"New Richmond, OH, 45157-1373",(513) 553-2616,Adam C. Bird,2372,C,F,Not Met,16.0,C,75.0,D,66.4,C,45.1,D,F,-2.6,C,0.1,F,-5.9,D,-1.4,NR,NC,A,A,96.1,A,95.7,C,45.7,94.6,94.8,95.0,12.8,
045567,Newton Falls Exempted Village,Trumbull,Region 5,909 1/2 Milton Blvd,"Newton Falls, OH, 44444-9707",(330) 872-5445,Paul J. Woodard,1079,D,F,Not Met,12.5,C,71.2,F,47.2,A,76.2,D,D,-1.7,D,-1.6,D,-1.3,D,-1.6,NR,NC,B,A,93.3,B,91.8,D,42.9,93.2,93.9,93.7,18.4,
045575,Paulding Exempted Village,Paulding,Region 1,405 N Water St,"Paulding, OH, 45879-1251",(419) 399-4656,Kenneth D. Amstutz,1415,D,F,Not Met,20.8,C,74.9,C,71.3,C,32.4,B,A,7.2,C,0.0,A,6.1,A,2.1,NR,NC,B,B,91.3,B,91.3,D,28.9,95.7,95.4,95.1,6.9,
045583,Perrysburg Exempted Village,Wood,Region 1,140 E Indiana Ave,"Perrysburg, OH, 43551-2261",(419) 874-9131,Thomas L. Hosler,4863,B,B,Not Met,83.3,B,85.9,B,81.6,NR,NC,A,A,23.3,A,10.9,A,2.2,A,4.9,NR,NC,A,A,96.2,A,96.3,C,63.9,96.7,96.8,96.8,3.7,
045591,Rittman Exempted Village,Wayne,Region 9,100 Saurer St,"Rittman, OH, 44270-1259",(330) 927-7400,James J. Ritchie,974,C,F,Not Met,45.8,C,76.9,C,71.1,C,27.7,B,A,9.4,C,-0.1,C,-0.3,B,1.5,NR,NC,A,A,95.1,A,95.7,D,28.2,95.5,95.7,95.4,7.7,
045609,Rossford Exempted Village,Wood,Region 1,401 Glenwood Rd,"Rossford, OH, 43460-1317",(419) 666-2010,Daniel Creps,1477,D,F,Not Met,16.7,C,73.1,F,54.6,C,37.6,B,A,12.5,A,3.3,C,0.9,A,3.4,NR,NC,B,B,89.7,B,93.9,D,31.4,95.3,95.5,95.3,9.1,Gifted data may be incomplete due to local reporting error. Contact district for more information.
045617,Tipp City Exempted Village,Miami,Region 10,90 S Tippecanoe Dr,"Tipp City, OH, 45371-1139",(937) 667-8444,Gretta H. Kumpf,2434,C,D,Not Met,50.0,B,82.2,B,81.9,B,50.3,B,A,11.1,A,4.0,A,3.2,C,0.9,NR,NC,A,A,97.1,A,99.5,B,71.2,95.8,96.2,96.2,6.1,
045625,Upper Sandusky Exempted Village,Wyandot,Region 7,800 N Sandusky Ave,"Upper Sandusky, OH, 43351-1032",(419) 294-2307,Laurie C. Vent,1557,D,F,Not Met,23.1,C,73.5,F,56.4,C,44.4,B,A,12.0,C,-0.9,B,2.0,A,4.1,NR,NC,A,A,94.4,B,94.7,D,37.9,95.5,96.0,95.8,8.8,
045633,Versailles Exempted Village,Darke,Region 10,PO Box 313,"Versailles, OH, 45380-0313",(937) 526-4773,Aaron M. Moran,1367,B,C,Not Met,70.8,B,85.4,B,83.3,NR,NC,B,A,14.7,A,6.5,C,-0.4,D,-1.3,NR,NC,A,A,100.0,A,100.0,B,71.5,97.1,97.3,97.1,1.5,
045641,Wauseon Exempted Village,Fulton,Region 1,930 E Oak St,"Wauseon, OH, 43567-1350",(419) 335-6616,Larry C. Brown,1792,C,F,Not Met,37.5,C,78.4,C,73.9,C,25.9,B,A,4.2,A,5.3,C,0.3,A,2.7,NR,NC,A,A,95.6,A,97.9,D,41.1,95.6,96.1,96.0,7.4,
045658,Wellington Exempted Village,Lorain,Region 2,305 Union St,"Wellington, OH, 44090-1072",(440) 647-4286,Edward J. Weber,1017,D,F,Not Met,8.3,C,70.9,D,63.4,C,27.3,C,C,-0.1,C,-0.9,F,-4.6,D,-1.1,NR,NC,B,C,88.4,B,93.4,F,24.6,94.4,94.4,94.4,11.0,
045666,Windham Exempted Village,Portage,Region 8,9530 Bauer Ave,"Windham, OH, 44288-1004",(330) 326-2711,Gregory C. Isler,490,D,F,Not Met,8.3,D,67.5,F,41.5,C,44.4,A,A,6.8,NR,NC,A,4.3,A,3.5,NR,NC,C,C,86.3,C,86.4,D,25.8,92.7,92.5,94.5,23.5,
045674,Yellow Springs Exempted Village,Greene,Region 10,201 S Walnut St,"Yellow Springs, OH, 45387-1805",(937) 767-7381,Mario Basora,731,C,F,Not Met,44.0,C,77.8,D,60.9,B,59.1,C,D,-1.6,C,0.8,C,-0.6,C,-0.4,NR,NC,A,A,100.0,A,100.0,B,71.4,94.8,95.1,94.8,11.2,
045757,Allen East Local,Allen,Region 6,9105 Harding Hwy,"Harrod, OH, 45850",(419) 648-3333,Mel L. Rentschler,1093,C,F,Not Met,33.3,C,76.7,C,73.7,B,56.5,B,A,3.4,A,2.4,C,-0.8,C,-0.5,NR,NC,A,A,93.8,A,95.3,D,33.6,95.1,95.1,95.5,9.8,
045765,Bath Local,Allen,Region 6,2650 Bible Rd,"Lima, OH, 45801-2246",(419) 221-0807,Richard D. Dackin,1725,C,F,Not Met,24.0,C,78.5,B,84.6,C,43.7,A,A,15.6,NR,NC,B,2.0,A,2.5,NR,NC,B,B,91.1,B,90.9,D,35.6,95.9,95.4,95.7,5.4,
045773,Elida Local,Allen,Region 6,4380 Sunnydale St,"Elida, OH, 45807-9593",(419) 331-4155,Joel W. Mengerink,2322,C,F,Not Met,25.0,C,75.4,F,54.4,C,44.3,B,A,9.6,A,5.1,D,-2.0,A,2.2,NR,NC,C,B,89.2,C,86.7,D,27.1,94.3,94.8,94.9,14.5,
045781,Perry Local,Allen,Region 6,2770 E Breese Rd,"Lima, OH, 45806-9743",(419) 221-2770,Alison R. Van Gorder,761,D,F,Not Met,12.5,D,66.9,F,49.0,NR,NC,B,A,2.9,NR,NC,C,-0.1,B,1.7,NR,NC,B,C,85.5,A,95.7,F,23.8,94.5,94.5,94.8,14.1,
045799,Shawnee Local,Allen,Region 6,3255 Zurmehly Rd,"Lima, OH, 45806-1434",(419) 998-8031,James D. Kanable,2397,B,D,Not Met,68.0,B,83.0,B,86.5,NR,NC,A,A,16.6,A,6.9,A,3.3,B,1.4,NR,NC,A,A,93.5,A,95.3,C,50.7,95.2,95.5,95.5,10.1,
045807,Spencerville Local,Allen,Region 6,2500 Wisher Dr,"Spencerville, OH, 45887-1293",(419) 647-4111,Dennis A. Fuge,967,C,F,Not Met,30.8,C,79.2,C,76.2,C,39.4,A,A,10.7,A,4.1,A,6.4,A,3.0,NR,NC,B,B,91.5,B,94.5,C,51.3,96.2,96.2,96.5,4.5,
045823,Hillsdale Local,Ashland,Region 7,485 Township Road 1902,"Jeromesville, OH, 44840-9754",(419) 368-8231,Steven E. Dickerson,803,C,F,Not Met,25.0,C,75.1,C,78.0,NR,NC,D,F,-9.4,C,-0.0,F,-3.7,C,-0.9,NR,NC,A,A,95.7,A,98.6,D,31.8,96.1,95.6,96.3,4.2,
045831,Mapleton Local,Ashland,Region 7,635 County Road 801,"Ashland, OH, 44805-9571",(419) 945-2188,Rodney G. Hopton,953,D,F,Not Met,16.7,C,71.3,F,43.4,C,41.1,C,C,-0.5,B,1.8,D,-1.1,F,-2.1,NR,NC,B,B,90.8,B,93.0,D,28.0,94.7,94.9,95.1,11.2,
